fullName,politicalGroup,id,nationalPoliticalGroup,photo,nameAudio,gender_Wiki,gender_2017,gender,dateOfBirth_Wiki,dateOfBirth_Home,dateOfBirth,placeOfBirth,country,homePage
Elżbieta KRUK,European Conservatives and Reformists Group,197532,Prawo i Sprawiedliwość,https://www.europarl.europa.eu/mepphoto/197532.jpg,https://www.europarl.europa.eu/mepaudio/197532.mp3,FEMALE,,FEMALE,"November 19, 1959",19-11-1959,19-11-1959,Lublin,Bulgaria,https://www.europarl.europa.eu/meps/en/197532/ELŻBIETA_KRUK/home
Andrius KUBILIUS,Group of the European People's Party (Christian Democrats),197843,Tėvynės sąjunga-Lietuvos krikščionys demokratai,https://www.europarl.europa.eu/mepphoto/197843.jpg,https://www.europarl.europa.eu/mepaudio/197843.mp3,MALE,,MALE,"December 8, 1956",08-12-1956,12-08-1956,Lietuva,France,https://www.europarl.europa.eu/meps/en/197843/ANDRIUS_KUBILIUS/home
Alice KUHNKE,Group of the Greens/European Free Alliance,197395,Miljöpartiet de gröna,https://www.europarl.europa.eu/mepphoto/197395.jpg,https://www.europarl.europa.eu/mepaudio/197395.mp3,,,FEMALE,,21-12-1971,21-12-1971,Malmö,Germany,https://www.europarl.europa.eu/meps/en/197395/ALICE_KUHNKE/home
Joachim KUHS,Identity and Democracy Group,197482,Alternative für Deutschland,https://www.europarl.europa.eu/mepphoto/197482.jpg,https://www.europarl.europa.eu/mepaudio/197482.mp3,MALE,,MALE,"June 25, 1956",25-06-1956,25-06-1956,Schonach,Greece,https://www.europarl.europa.eu/meps/en/197482/JOACHIM_KUHS/home
Miapetra KUMPULA-NATRI,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124735,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,https://www.europarl.europa.eu/mepphoto/124735.jpg,https://www.europarl.europa.eu/mepaudio/124735.mp3,FEMALE,FEMALE,FEMALE,"May 19, 1972",19-05-1972,19-05-1972,Vaasa,France,https://www.europarl.europa.eu/meps/en/124735/MIAPETRA_KUMPULA-NATRI/home
Zbigniew KUŹMIUK,European Conservatives and Reformists Group,28389,Prawo i Sprawiedliwość,https://www.europarl.europa.eu/mepphoto/28389.jpg,https://www.europarl.europa.eu/mepaudio/28389.mp3,,MALE,MALE,"September 19, 1956",19-09-1956,19-09-1956,Komorowo,Belgium,https://www.europarl.europa.eu/meps/en/28389/ZBIGNIEW_KUŹMIUK/home
Stelios KYMPOUROPOULOS,Group of the European People's Party (Christian Democrats),197692,Nea Demokratia,https://www.europarl.europa.eu/mepphoto/197692.jpg,https://www.europarl.europa.eu/mepaudio/197692.mp3,MALE,,MALE,"September 9, 1985",09-07-1985,07-09-1985,Athens,Italy,https://www.europarl.europa.eu/meps/en/197692/STELIOS_KYMPOUROPOULOS/home
Georgios KYRTSOS,Renew Europe Group,125063,Independent,https://www.europarl.europa.eu/mepphoto/125063.jpg,https://www.europarl.europa.eu/mepaudio/125063.mp3,FEMALE,MALE,MALE,"June 4, 1952",04-06-1952,06-04-1952,Athina,Germany,https://www.europarl.europa.eu/meps/en/125063/GEORGIOS_KYRTSOS/home
Ilhan KYUCHYUK,Renew Europe Group,124866,Movement for Rights and Freedoms,https://www.europarl.europa.eu/mepphoto/124866.jpg,https://www.europarl.europa.eu/mepaudio/124866.mp3,MALE,MALE,MALE,"September 16, 1985",16-09-1985,16-09-1985,Sevlievo,Netherlands,https://www.europarl.europa.eu/meps/en/124866/ILHAN_KYUCHYUK/home
Jean-Lin LACAPELLE,Identity and Democracy Group,204421,Rassemblement national,https://www.europarl.europa.eu/mepphoto/204421.jpg,https://www.europarl.europa.eu/mepaudio/204421.mp3,MALE,,MALE,"April 17, 1967",17-04-1967,17-04-1967,Lyon,Germany,https://www.europarl.europa.eu/meps/en/204421/JEAN-LIN_LACAPELLE/home
Sergey LAGODINSKY,Group of the Greens/European Free Alliance,197460,Bündnis 90/Die Grünen,https://www.europarl.europa.eu/mepphoto/197460.jpg,https://www.europarl.europa.eu/mepaudio/197460.mp3,MALE,,MALE,"December 1, 1975",01-12-1975,12-01-1975,Astrakhan,France,https://www.europarl.europa.eu/meps/en/197460/SERGEY_LAGODINSKY/home
Ioannis LAGOS,Non-attached Members,197737,Independent,https://www.europarl.europa.eu/mepphoto/197737.jpg,https://www.europarl.europa.eu/mepaudio/197737.mp3,MALE,,MALE,"September 7, 1972",,07-09-1972,,Italy,https://www.europarl.europa.eu/meps/en/197737/IOANNIS_LAGOS/home
Aurore LALUCQ,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197697,Place publique,https://www.europarl.europa.eu/mepphoto/197697.jpg,https://www.europarl.europa.eu/mepaudio/197697.mp3,FEMALE,,FEMALE,"April 17, 1979",17-04-1979,17-04-1979,Longjumeau,France,https://www.europarl.europa.eu/meps/en/197697/AURORE_LALUCQ/home
Philippe LAMBERTS,Group of the Greens/European Free Alliance,96648,Ecologistes Confédérés pour l'Organisation de Luttes Originales,https://www.europarl.europa.eu/mepphoto/96648.jpg,https://www.europarl.europa.eu/mepaudio/96648.mp3,MALE,MALE,MALE,"March 14, 1963",14-03-1963,14-03-1963,Bruxelles,Sweden,https://www.europarl.europa.eu/meps/en/96648/PHILIPPE_LAMBERTS/home
Danilo Oscar LANCINI,Identity and Democracy Group,192635,Lega,https://www.europarl.europa.eu/mepphoto/192635.jpg,https://www.europarl.europa.eu/mepaudio/192635.mp3,MALE,,MALE,"October 15, 1965",15-10-1965,15-10-1965,Rovato (BS),Poland,https://www.europarl.europa.eu/meps/en/192635/DANILO_OSCAR_LANCINI/home
Bernd LANGE,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1909,Sozialdemokratische Partei Deutschlands,https://www.europarl.europa.eu/mepphoto/1909.jpg,https://www.europarl.europa.eu/mepaudio/1909.mp3,MALE,MALE,MALE,"November 14, 1955",14-11-1955,14-11-1955,Oldenburg,Portugal,https://www.europarl.europa.eu/meps/en/1909/BERND_LANGE/home
Esther de LANGE,Group of the European People's Party (Christian Democrats),38398,Christen Democratisch Appèl,https://www.europarl.europa.eu/mepphoto/38398.jpg,https://www.europarl.europa.eu/mepaudio/38398.mp3,FEMALE,FEMALE,FEMALE,"February 19, 1975",19-02-1975,19-02-1975,Spaubeek,Netherlands,https://www.europarl.europa.eu/meps/en/38398/ESTHER_DE_LANGE/home
Katrin LANGENSIEPEN,Group of the Greens/European Free Alliance,197461,Bündnis 90/Die Grünen,https://www.europarl.europa.eu/mepphoto/197461.jpg,https://www.europarl.europa.eu/mepaudio/197461.mp3,FEMALE,,FEMALE,"October 10, 1979",10-10-1979,10-10-1979,Langenhagen,Poland,https://www.europarl.europa.eu/meps/en/197461/KATRIN_LANGENSIEPEN/home
Pierre LARROUTUROU,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197698,Nouvelle Donne,https://www.europarl.europa.eu/mepphoto/197698.jpg,https://www.europarl.europa.eu/mepaudio/197698.mp3,MALE,,MALE,"October 19, 1964",19-10-1964,19-10-1964,Périgueux,Slovakia,https://www.europarl.europa.eu/meps/en/197698/PIERRE_LARROUTUROU/home
Camilla LAURETI,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,230085,Partito Democratico,https://www.europarl.europa.eu/mepphoto/230085.jpg,https://www.europarl.europa.eu/mepaudio/230085.mp3,FEMALE,,FEMALE,"May 20, 1975",20-05-1975,20-05-1975,Roma,Poland,https://www.europarl.europa.eu/meps/en/230085/CAMILLA_LAURETI/home
Gilles LEBRETON,Identity and Democracy Group,124738,Rassemblement national,https://www.europarl.europa.eu/mepphoto/124738.jpg,https://www.europarl.europa.eu/mepaudio/124738.mp3,,MALE,MALE,"October 11, 1958",11-10-1958,10-11-1958,Brest,Germany,https://www.europarl.europa.eu/meps/en/124738/GILLES_LEBRETON/home
David LEGA,Group of the European People's Party (Christian Democrats),197393,Kristdemokraterna,https://www.europarl.europa.eu/mepphoto/197393.jpg,https://www.europarl.europa.eu/mepaudio/197393.mp3,MALE,,MALE,"October 12, 1973",12-10-1973,10-12-1973,,Germany,https://www.europarl.europa.eu/meps/en/197393/DAVID_LEGA/home
Ryszard Antoni LEGUTKO,European Conservatives and Reformists Group,96796,Prawo i Sprawiedliwość,https://www.europarl.europa.eu/mepphoto/96796.jpg,https://www.europarl.europa.eu/mepaudio/96796.mp3,MALE,MALE,MALE,"December 24, 1949",24-12-1949,24-12-1949,Kraków,Germany,https://www.europarl.europa.eu/meps/en/96796/RYSZARD_ANTONI_LEGUTKO/home
Maria-Manuel LEITÃO-MARQUES,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197635,Partido Socialista,https://www.europarl.europa.eu/mepphoto/197635.jpg,https://www.europarl.europa.eu/mepaudio/197635.mp3,FEMALE,,FEMALE,,23-08-1952,23-08-1952,Moçambique,Italy,https://www.europarl.europa.eu/meps/en/197635/MARIA-MANUEL_LEITÃO-MARQUES/home
Jeroen LENAERS,Group of the European People's Party (Christian Democrats),95074,Christen Democratisch Appèl,https://www.europarl.europa.eu/mepphoto/95074.jpg,https://www.europarl.europa.eu/mepaudio/95074.mp3,MALE,MALE,MALE,"April 29, 1984",29-04-1984,29-04-1984,Stramproy,France,https://www.europarl.europa.eu/meps/en/95074/JEROEN_LENAERS/home
Janusz LEWANDOWSKI,Group of the European People's Party (Christian Democrats),23781,Platforma Obywatelska,https://www.europarl.europa.eu/mepphoto/23781.jpg,https://www.europarl.europa.eu/mepaudio/23781.mp3,MALE,MALE,MALE,"June 13, 1951",13-06-1951,13-06-1951,Lublin,Denmark,https://www.europarl.europa.eu/meps/en/23781/JANUSZ_LEWANDOWSKI/home
Miriam LEXMANN,Group of the European People's Party (Christian Democrats),204336,Kresťanskodemokratické hnutie,https://www.europarl.europa.eu/mepphoto/204336.jpg,https://www.europarl.europa.eu/mepaudio/204336.mp3,FEMALE,,FEMALE,"December 2, 1972",02-12-1972,12-02-1972,Bratislava,Spain,https://www.europarl.europa.eu/meps/en/204336/MIRIAM_LEXMANN/home
Bogusław LIBERADZKI,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,23768,Nowa Lewica,https://www.europarl.europa.eu/mepphoto/23768.jpg,https://www.europarl.europa.eu/mepaudio/23768.mp3,MALE,MALE,MALE,"September 12, 1948",12-09-1948,09-12-1948,Sochaczew,Spain,https://www.europarl.europa.eu/meps/en/23768/BOGUSŁAW_LIBERADZKI/home
Peter LIESE,Group of the European People's Party (Christian Democrats),1927,Christlich Demokratische Union Deutschlands,https://www.europarl.europa.eu/mepphoto/1927.jpg,https://www.europarl.europa.eu/mepaudio/1927.mp3,MALE,MALE,MALE,"May 20, 1965",20-05-1965,20-05-1965,Meschede,Spain,https://www.europarl.europa.eu/meps/en/1927/PETER_LIESE/home
Sylvia LIMMER,Identity and Democracy Group,197483,Alternative für Deutschland,https://www.europarl.europa.eu/mepphoto/197483.jpg,https://www.europarl.europa.eu/mepaudio/197483.mp3,FEMALE,,FEMALE,"February 8, 1966",08-02-1966,02-08-1966,Bayreuth,Spain,https://www.europarl.europa.eu/meps/en/197483/SYLVIA_LIMMER/home
Norbert LINS,Group of the European People's Party (Christian Democrats),124808,Christlich Demokratische Union Deutschlands,https://www.europarl.europa.eu/mepphoto/124808.jpg,https://www.europarl.europa.eu/mepaudio/124808.mp3,MALE,MALE,MALE,"December 22, 1977",22-12-1977,22-12-1977,Ravensburg,Germany,https://www.europarl.europa.eu/meps/en/124808/NORBERT_LINS/home
Elena LIZZI,Identity and Democracy Group,197611,Lega,https://www.europarl.europa.eu/mepphoto/197611.jpg,https://www.europarl.europa.eu/mepaudio/197611.mp3,FEMALE,,FEMALE,"October 30, 1967",30-10-1967,30-10-1967,San Daniele del Friuli,Spain,https://www.europarl.europa.eu/meps/en/197611/ELENA_LIZZI/home
Nathalie LOISEAU,Renew Europe Group,197494,Liste Renaissance,https://www.europarl.europa.eu/mepphoto/197494.jpg,https://www.europarl.europa.eu/mepaudio/197494.mp3,FEMALE,,FEMALE,"June 1, 1964",01-06-1964,06-01-1964,Neuilly-sur-Seine,Poland,https://www.europarl.europa.eu/meps/en/197494/NATHALIE_LOISEAU/home
Morten LØKKEGAARD,Renew Europe Group,96709,"Venstre, Danmarks Liberale Parti",https://www.europarl.europa.eu/mepphoto/96709.jpg,https://www.europarl.europa.eu/mepaudio/96709.mp3,MALE,MALE,MALE,"December 20, 1964",,20-12-1964,,Sweden,https://www.europarl.europa.eu/meps/en/96709/MORTEN_LØKKEGAARD/home
Javi LÓPEZ,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,125042,Partit dels Socialistes de Catalunya,https://www.europarl.europa.eu/mepphoto/125042.jpg,https://www.europarl.europa.eu/mepaudio/125042.mp3,MALE,MALE,MALE,"November 11, 1985",11-11-1985,11-11-1985,Madrid,Belgium,https://www.europarl.europa.eu/meps/en/125042/JAVI_LÓPEZ/home
Juan Fernando LÓPEZ AGUILAR,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96812,Partido Socialista Obrero Español,https://www.europarl.europa.eu/mepphoto/96812.jpg,https://www.europarl.europa.eu/mepaudio/96812.mp3,MALE,MALE,MALE,"June 10, 1961",10-06-1961,06-10-1961,,Germany,https://www.europarl.europa.eu/meps/en/96812/JUAN_FERNANDO_LÓPEZ_AGUILAR/home
Leopoldo LÓPEZ GIL,Group of the European People's Party (Christian Democrats),197777,Partido Popular,https://www.europarl.europa.eu/mepphoto/197777.jpg,https://www.europarl.europa.eu/mepaudio/197777.mp3,MALE,,MALE,,20-10-1944,20-10-1944,Caracas,Ireland,https://www.europarl.europa.eu/meps/en/197777/LEOPOLDO_LÓPEZ_GIL/home
Antonio LÓPEZ-ISTÚRIZ WHITE,Group of the European People's Party (Christian Democrats),28399,Partido Popular,https://www.europarl.europa.eu/mepphoto/28399.jpg,https://www.europarl.europa.eu/mepaudio/28399.mp3,MALE,MALE,MALE,"April 1, 1970",01-04-1970,04-01-1970,Pamplona,Estonia,https://www.europarl.europa.eu/meps/en/28399/ANTONIO_LÓPEZ-ISTÚRIZ_WHITE/home
Karsten LUCKE,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,228286,Sozialdemokratische Partei Deutschlands,https://www.europarl.europa.eu/mepphoto/228286.jpg,https://www.europarl.europa.eu/mepaudio/228286.mp3,MALE,,MALE,"December 29, 1974",29-12-1974,29-12-1974,Kiel,Spain,https://www.europarl.europa.eu/meps/en/228286/KARSTEN_LUCKE/home
César LUENA,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197721,Partido Socialista Obrero Español,https://www.europarl.europa.eu/mepphoto/197721.jpg,https://www.europarl.europa.eu/mepaudio/197721.mp3,MALE,,MALE,"October 29, 1980",29-10-1980,29-10-1980,Logrono,Italy,https://www.europarl.europa.eu/meps/en/197721/CÉSAR_LUENA/home
Elżbieta Katarzyna ŁUKACIJEWSKA,Group of the European People's Party (Christian Democrats),96791,Platforma Obywatelska,https://www.europarl.europa.eu/mepphoto/96791.jpg,https://www.europarl.europa.eu/mepaudio/96791.mp3,FEMALE,FEMALE,FEMALE,"November 25, 1966",25-11-1966,25-11-1966,Jasło,Lithuania,https://www.europarl.europa.eu/meps/en/96791/ELŻBIETA_KATARZYNA_ŁUKACIJEWSKA/home
Peter LUNDGREN,European Conservatives and Reformists Group,124996,Sverigedemokraterna,https://www.europarl.europa.eu/mepphoto/124996.jpg,https://www.europarl.europa.eu/mepaudio/124996.mp3,MALE,MALE,MALE,"February 2, 1963",02-02-1963,02-02-1963,Bjuv,Spain,https://www.europarl.europa.eu/meps/en/124996/PETER_LUNDGREN/home
Benoît LUTGEN,Group of the European People's Party (Christian Democrats),197458,Les Engagés,https://www.europarl.europa.eu/mepphoto/197458.jpg,https://www.europarl.europa.eu/mepaudio/197458.mp3,MALE,,MALE,"March 10, 1970",10-03-1970,03-10-1970,Bastogne,Romania,https://www.europarl.europa.eu/meps/en/197458/BENOÎT_LUTGEN/home
David McALLISTER,Group of the European People's Party (Christian Democrats),124806,Christlich Demokratische Union Deutschlands,https://www.europarl.europa.eu/mepphoto/124806.jpg,https://www.europarl.europa.eu/mepaudio/124806.mp3,MALE,MALE,MALE,"January 12, 1971",12-01-1971,01-12-1971,,Netherlands,https://www.europarl.europa.eu/meps/en/124806/DAVID_MCALLISTER/home
Chris MACMANUS,The Left group in the European Parliament - GUE/NGL,205452,Sinn Féin,https://www.europarl.europa.eu/mepphoto/205452.jpg,https://www.europarl.europa.eu/mepaudio/205452.mp3,MALE,,MALE,,13-03-1973,13-03-1973,London,Austria,https://www.europarl.europa.eu/meps/en/205452/CHRIS_MACMANUS/home
Jaak MADISON,Identity and Democracy Group,197493,Eesti Konservatiivne Rahvaerakond,https://www.europarl.europa.eu/mepphoto/197493.jpg,https://www.europarl.europa.eu/mepaudio/197493.mp3,MALE,,MALE,"April 22, 1991",22-04-1991,22-04-1991,Paide,France,https://www.europarl.europa.eu/meps/en/197493/JAAK_MADISON/home
Cristina MAESTRE MARTÍN DE ALMAGRO,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197719,Partido Socialista Obrero Español,https://www.europarl.europa.eu/mepphoto/197719.jpg,https://www.europarl.europa.eu/mepaudio/197719.mp3,FEMALE,,FEMALE,,27-07-1975,27-07-1975,Ciudad Real,Romania,https://www.europarl.europa.eu/meps/en/197719/CRISTINA_MAESTRE_MARTÍN_DE_ALMAGRO/home
Pierfrancesco MAJORINO,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197592,Partito Democratico,https://www.europarl.europa.eu/mepphoto/197592.jpg,https://www.europarl.europa.eu/mepaudio/197592.mp3,MALE,,MALE,"May 14, 1973",14-05-1973,14-05-1973,Milano,Ireland,https://www.europarl.europa.eu/meps/en/197592/PIERFRANCESCO_MAJORINO/home
Aušra MALDEIKIENĖ,Group of the European People's Party (Christian Democrats),197835,Independent,https://www.europarl.europa.eu/mepphoto/197835.jpg,https://www.europarl.europa.eu/mepaudio/197835.mp3,FEMALE,,FEMALE,"June 4, 1958",04-06-1958,06-04-1958,,Germany,https://www.europarl.europa.eu/meps/en/197835/AUŠRA_MALDEIKIENĖ/home
Adriana MALDONADO LÓPEZ,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197735,Partido Socialista Obrero Español,https://www.europarl.europa.eu/mepphoto/197735.jpg,https://www.europarl.europa.eu/mepaudio/197735.mp3,FEMALE,,FEMALE,"January 9, 1990",09-01-1990,01-09-1990,,Portugal,https://www.europarl.europa.eu/meps/en/197735/ADRIANA_MALDONADO_LÓPEZ/home
Claudiu MANDA,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197653,Partidul Social Democrat,https://www.europarl.europa.eu/mepphoto/197653.jpg,https://www.europarl.europa.eu/mepaudio/197653.mp3,,,MALE,"December 20, 1975",20-12-1975,20-12-1975,Craiova,Portugal,https://www.europarl.europa.eu/meps/en/197653/CLAUDIU_MANDA/home
Antonius MANDERS,Group of the European People's Party (Christian Democrats),4560,Christen Democratisch Appèl,https://www.europarl.europa.eu/mepphoto/4560.jpg,https://www.europarl.europa.eu/mepaudio/4560.mp3,MALE,MALE,MALE,"March 14, 1956",14-03-1956,14-03-1956,Stiphout,Italy,https://www.europarl.europa.eu/meps/en/4560/ANTONIUS_MANDERS/home
Lukas MANDL,Group of the European People's Party (Christian Democrats),190713,Österreichische Volkspartei,https://www.europarl.europa.eu/mepphoto/190713.jpg,https://www.europarl.europa.eu/mepaudio/190713.mp3,MALE,,MALE,"July 12, 1979",12-07-1979,07-12-1979,Wien,Portugal,https://www.europarl.europa.eu/meps/en/190713/LUKAS_MANDL/home
Thierry MARIANI,Identity and Democracy Group,197623,Rassemblement national,https://www.europarl.europa.eu/mepphoto/197623.jpg,https://www.europarl.europa.eu/mepaudio/197623.mp3,MALE,,MALE,"August 8, 1958",08-08-1958,08-08-1958,Orange,Croatia,https://www.europarl.europa.eu/meps/en/197623/THIERRY_MARIANI/home
Marian-Jean MARINESCU,Group of the European People's Party (Christian Democrats),33982,Partidul Naţional Liberal,https://www.europarl.europa.eu/mepphoto/33982.jpg,https://www.europarl.europa.eu/mepaudio/33982.mp3,MALE,MALE,MALE,"August 11, 1952",11-08-1952,08-11-1952,Râmnicu Vâlcea,Spain,https://www.europarl.europa.eu/meps/en/33982/MARIAN-JEAN_MARINESCU/home
Colm MARKEY,Group of the European People's Party (Christian Democrats),209896,Fine Gael Party,https://www.europarl.europa.eu/mepphoto/209896.jpg,https://www.europarl.europa.eu/mepaudio/209896.mp3,MALE,,MALE,"January 3, 1972",03-01-1972,01-03-1972,Drogheda,Belgium,https://www.europarl.europa.eu/meps/en/209896/COLM_MARKEY/home
Erik MARQUARDT,Group of the Greens/European Free Alliance,197462,Bündnis 90/Die Grünen,https://www.europarl.europa.eu/mepphoto/197462.jpg,https://www.europarl.europa.eu/mepaudio/197462.mp3,,,MALE,"October 20, 1987",20-10-1987,20-10-1987,Neubrandenburg,France,https://www.europarl.europa.eu/meps/en/197462/ERIK_MARQUARDT/home
Margarida MARQUES,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197638,Partido Socialista,https://www.europarl.europa.eu/mepphoto/197638.jpg,https://www.europarl.europa.eu/mepaudio/197638.mp3,FEMALE,,FEMALE,"March 2, 1954",03-02-1954,02-03-1954,Bombarral,Cyprus,https://www.europarl.europa.eu/meps/en/197638/MARGARIDA_MARQUES/home
Pedro MARQUES,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197634,Partido Socialista,https://www.europarl.europa.eu/mepphoto/197634.jpg,https://www.europarl.europa.eu/mepaudio/197634.mp3,,,MALE,,01-08-1976,08-01-1976,Alcochete,Czechia,https://www.europarl.europa.eu/meps/en/197634/PEDRO_MARQUES/home
Fulvio MARTUSCIELLO,Group of the European People's Party (Christian Democrats),124828,Forza Italia,https://www.europarl.europa.eu/mepphoto/124828.jpg,https://www.europarl.europa.eu/mepaudio/124828.mp3,MALE,MALE,MALE,"May 25, 1968",25-05-1968,25-05-1968,Napoli,Bulgaria,https://www.europarl.europa.eu/meps/en/124828/FULVIO_MARTUSCIELLO/home
Marisa MATIAS,The Left group in the European Parliament - GUE/NGL,96820,Bloco de Esquerda,https://www.europarl.europa.eu/mepphoto/96820.jpg,https://www.europarl.europa.eu/mepaudio/96820.mp3,FEMALE,FEMALE,FEMALE,"February 20, 1976",20-02-1976,20-02-1976,Coimbra,Austria,https://www.europarl.europa.eu/meps/en/96820/MARISA_MATIAS/home
Predrag Fred MATIĆ,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197441,Socijaldemokratska partija Hrvatske,https://www.europarl.europa.eu/mepphoto/197441.jpg,https://www.europarl.europa.eu/mepaudio/197441.mp3,MALE,,MALE,,02-06-1962,06-02-1962,Pozega,Poland,https://www.europarl.europa.eu/meps/en/197441/PREDRAG_FRED_MATIĆ/home
Gabriel MATO,Group of the European People's Party (Christian Democrats),96936,Partido Popular,https://www.europarl.europa.eu/mepphoto/96936.jpg,https://www.europarl.europa.eu/mepaudio/96936.mp3,MALE,MALE,MALE,"April 29, 1961",29-04-1961,29-04-1961,Madrid,Lithuania,https://www.europarl.europa.eu/meps/en/96936/GABRIEL_MATO/home
Sara MATTHIEU,Group of the Greens/European Free Alliance,208722,Groen,https://www.europarl.europa.eu/mepphoto/208722.jpg,https://www.europarl.europa.eu/mepaudio/208722.mp3,FEMALE,,FEMALE,"May 21, 1981",21-05-1981,21-05-1981,Aalst,France,https://www.europarl.europa.eu/meps/en/208722/SARA_MATTHIEU/home
Emmanuel MAUREL,The Left group in the European Parliament - GUE/NGL,24505,Gauche républicaine et socialiste,https://www.europarl.europa.eu/mepphoto/24505.jpg,https://www.europarl.europa.eu/mepaudio/24505.mp3,MALE,MALE,MALE,"May 10, 1973",10-05-1973,05-10-1973,Epinay sur Seine,Greece,https://www.europarl.europa.eu/meps/en/24505/EMMANUEL_MAUREL/home
Costas MAVRIDES,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124691,Democratic Party,https://www.europarl.europa.eu/mepphoto/124691.jpg,https://www.europarl.europa.eu/mepaudio/124691.mp3,MALE,MALE,MALE,"May 27, 1962",27-05-1962,27-05-1962,Kato Dhikomo,Latvia,https://www.europarl.europa.eu/meps/en/124691/COSTAS_MAVRIDES/home
Radka MAXOVÁ,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197522,Independent,https://www.europarl.europa.eu/mepphoto/197522.jpg,https://www.europarl.europa.eu/mepaudio/197522.mp3,FEMALE,,FEMALE,"December 2, 1968",02-12-1968,12-02-1968,Pardubice,Denmark,https://www.europarl.europa.eu/meps/en/197522/RADKA_MAXOVÁ/home
Eva MAYDELL,Group of the European People's Party (Christian Democrats),98341,Citizens for European Development of Bulgaria,https://www.europarl.europa.eu/mepphoto/98341.jpg,https://www.europarl.europa.eu/mepaudio/98341.mp3,FEMALE,FEMALE,FEMALE,"January 26, 1986",26-01-1986,26-01-1986,Sofia,Portugal,https://www.europarl.europa.eu/meps/en/98341/EVA_MAYDELL/home
Georg MAYER,Identity and Democracy Group,38511,Freiheitliche Partei Österreichs,https://www.europarl.europa.eu/mepphoto/38511.jpg,https://www.europarl.europa.eu/mepaudio/38511.mp3,MALE,MALE,MALE,"October 12, 1973",,12-10-1973,,France,https://www.europarl.europa.eu/meps/en/38511/GEORG_MAYER/home
Beata MAZUREK,European Conservatives and Reformists Group,197538,Prawo i Sprawiedliwość,https://www.europarl.europa.eu/mepphoto/197538.jpg,https://www.europarl.europa.eu/mepaudio/197538.mp3,FEMALE,,FEMALE,"October 19, 1967",,19-10-1967,,Malta,https://www.europarl.europa.eu/meps/en/197538/BEATA_MAZUREK/home
Liudas MAŽYLIS,Group of the European People's Party (Christian Democrats),197841,Tėvynės sąjunga-Lietuvos krikščionys demokratai,https://www.europarl.europa.eu/mepphoto/197841.jpg,https://www.europarl.europa.eu/mepaudio/197841.mp3,,,MALE,"May 19, 1954",,19-05-1954,,Luxembourg,https://www.europarl.europa.eu/meps/en/197841/LIUDAS_MAŽYLIS/home
Nora MEBAREK,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,204418,Parti socialiste,https://www.europarl.europa.eu/mepphoto/204418.jpg,https://www.europarl.europa.eu/mepaudio/204418.mp3,FEMALE,,FEMALE,"July 22, 1972",22-07-1972,22-07-1972,Port-Saint-Louis-du-Rhône,Germany,https://www.europarl.europa.eu/meps/en/204418/NORA_MEBAREK/home
Vangelis MEIMARAKIS,Group of the European People's Party (Christian Democrats),197662,Nea Demokratia,https://www.europarl.europa.eu/mepphoto/197662.jpg,https://www.europarl.europa.eu/mepaudio/197662.mp3,MALE,,MALE,"December 14, 1953",14-12-1953,14-12-1953,ATHINA,Germany,https://www.europarl.europa.eu/meps/en/197662/VANGELIS_MEIMARAKIS/home
Dace MELBĀRDE,Group of the European People's Party (Christian Democrats),130256,"Partija ""VIENOTĪBA""",https://www.europarl.europa.eu/mepphoto/130256.jpg,https://www.europarl.europa.eu/mepaudio/130256.mp3,FEMALE,,FEMALE,"April 3, 1971",03-04-1971,04-03-1971,Riga,Bulgaria,https://www.europarl.europa.eu/meps/en/130256/DACE_MELBĀRDE/home
Karen MELCHIOR,Renew Europe Group,197567,Independent,https://www.europarl.europa.eu/mepphoto/197567.jpg,https://www.europarl.europa.eu/mepaudio/197567.mp3,FEMALE,,FEMALE,"October 15, 1980",15-10-1980,15-10-1980,Gentofte,Estonia,https://www.europarl.europa.eu/meps/en/197567/KAREN_MELCHIOR/home
